id,id_map
1102009,11
1102006,11
1101201,11
1100404,11
1100403,11
1100402,11
1100401,11
1102201,11
1102704,11
1102702,11
1102703,11
1102701,11
11021_AM,11
1103102_AD,11
14019,14
14057_AM,14
1402103,14
1402107,14
1402104,14
1402101,14
1402105,14
1402102,14
1402106,14
1402109,14
1402108,14
14007_AM,14
14023_AM,14
1402110,14
14012_AM,14
14058_AM,14
14055_AM,14
14022_AM,14
14066,14
14045_AM,14
14056,14
14052,14
14054,14
14005_AM,14
14073_AM,14
14042,14
14049,14
14046,14
14008_AM,14
14038,14
14035,14
14027,14
14067_AM,14
14043_AM,14
14013,14
14002,14
14069_AM,14
14060_AM,14
14039_AM,14
14017,14
14029_AM,14
14010_AM,14
14030_AM,14
14001_AM,14
14041_AM,14
14009_AM,14
14053_AM,14
37008,37
37172_AM,37
37046_AM,37
37294,37
37354_AM,37
37092_AM,37
37135_AM,37
37069_AM,37
37142_AM,37
37173_AM,37
37362,37
37174_AM,37
37374_AM,37
37067_AM,37
37376_AM,37
37246,37
37136_AM,37
3727406,37
3727404,37
3727403,37
3727402,37
3727401,37
37010_AM,37
37107,37
37170_AM,37
37085,37
37322_AM,37
3727405,37
37313_AM,37
37073_AM,37
37140_AM,37
37156,37
37014_AM,37
37103_AM,37
04049,04
04045_AM,04
04024_AM,04
0401306,04
0401305,04
0401303,04
0401307,04
0401304,04
0401308,04
04050_AM,04
04100,04
04099,04
04075,04
0407902,04
0407901,04
04062_AM,04
04088_AM,04
04052,04
04057_AM,04
04053,04
04017_AM,04
0490201,04
04066,04
04069,04
04064,04
04098_AM,04
04016_AM,04
04011_AM,04
04093_AM,04
04003,04
04006,04
04903,04
0401301_AD,04
04047_AM,04
04032,04
04070_AM,04
04038_AM,04
04092_AM,04
04101,04
04102,04
04029,04
04035,04
04031_AM,04
18119_AM,18
18056_AM,18
18147,18
1808703,18
1808709,18
1808701,18
1808707,18
18116_AM,18
1808702,18
1808706,18
18071_AM,18
18158,18
18194_AM,18
18153,18
18133_AM,18
18182_AM,18
18011_AM,18
18013_AM,18
18184_AM,18
18093,18
18098,18
18165,18
18029_AM,18
18099_AM,18
18084,18
18132_AM,18
18173,18
18089,18
18903_AM,18
18145,18
1808704_AD,18
18108_AM,18
18193,18
1814003,18
18149_AM,18
1814002,18
1814001,18
1814004,18
18138_AM,18
18036,18
18122_AM,18
18061_AM,18
18063_AM,18
18022,18
18021,18
18023,18
18014_AM,18
18175,18
18017,18
18105,18
18003,18
18006,18
18136_AM,18
18150,18
18101,18
18162_AM,18
18100,18
18066_AM,18
18907_AM,18
18152_AM,18
18094_AM,18
1814005_AD,18
18027_AM,18
18135_AM,18
18062,18
18088_AM,18
18164_AM,18
18057,18
18905,18
18127,18
18059,18
18079_AM,18
18911,18
18047,18
18102_AM,18
18134,18
2909401,29
2909403,29
29097_AM,29
29040_AM,29
2906707,29
29100_AM,29
2906702,29
2906701,29
2906708,29
2906706,29
2906703,29
29082_AM,29
2906704,29
29009_AM,29
29011_AM,29
29028_AM,29
2906710,29
2906711,29
2909404,29
29901,29
29076_AM,29
2905102,29
2905101,29
29073_AM,29
29046_AM,29
2906904,29
2906903,29
2906902,29
2906901,29
29089_AM,29
29045_AM,29
2909402_AD,29
29091,29
29075,29
29088_AM,29
29080,29
29068,29
29015_AM,29
29086_AM,29
29041,29
29042,29
2906709,29
29027_AM,29
2906705,29
29032,29
29038,29
2907001,29
29031_AM,29
29095_AM,29
29079_AM,29
2905103,29
29023,29
29002_AM,29
29049_AM,29
29039_AM,29
2905401,29
2905403,29
2905402,29
29017,29
29012,29
2902501,29
2902503,29
29084_AM,29
2902502,29
29072,29
29007,29
29008,29
29001,29
29005,29
16903_AM,16
16066_AM,16
16171_AM,16
16106_AM,16
16133,16
16134,16
16027_AM,16
16125_AM,16
16170_AM,16
16905_AM,16
16203,16
16117_AM,16
16191_AM,16
16175,16
1607801_AD,16
16042_AM,16
16154,16
1607804,16
16249_AM,16
16102_AM,16
16023_AM,16
16251_AM,16
16190,16
16124_AM,16
16113_AM,16
16112_AM,16
48096,48
48090,48
48095_AM,48
4802001,48
4802005,48
4802003,48
4802002,48
4802004,48
4802008,48
4802006,48
4802007,48
48094_AM,48
4804401,48
48046,48
48075_AM,48
48045_AM,48
4801302,48
4801301,48
4801304,48
48057,48
4801305,48
4801303,48
4801308,48
4801307,48
48054,48
48065_AM,48
48069,48
48089_AM,48
48074,48
48073,48
48022_AM,48
48002,48
48003,48
48026_AM,48
48011,48
48015,48
48017,48
48902,48
48901,48
48012_AM,48
48027,48
48029,48
48904_AM,48
48001_AM,48
48905_AM,48
48068_AM,48
48032,48
48034,48
48060_AM,48
4804403,48
48043,48
4804402,48
48071_AM,48
48906_AM,48
48086_AM,48
4801309,48
4801306,48
48019_AM,48
48016,48
48910_AM,48
48038_AM,48
48077_AM,48
48036,48
48018_AM,48
48078,48
48080,48
48085,48
48084,48
48083,48
48082,48
39080_AM,39
39008,39
39020_AM,39
39016,39
39012,39
39018,39
39047_AM,39
39061_AM,39
39037_AM,39
39025,39
39023,39
39028,39
39091_AM,39
39078_AM,39
39040,39
39042,39
39044,39
39059,39
39054,39
39052,39
39102_AM,39
39060,39
3907507,39
3907503,39
3907502,39
3907506,39
3907505,39
3907501,39
3907508,39
3908703,39
39073,39
39076,39
39043_AM,39
39079,39
39074,39
3907504,39
39027_AM,39
39085,39
39002_AM,39
39035,39
39026_AM,39
39082_AM,39
39094_AM,39
3908702_AD,39
39041_AM,39
39009_AM,39
39001_AM,39
39055_AM,39
39099_AM,39
39056_AM,39
3908701,39
3908704,39
40043_AM,40
40040_AM,40
40145_AM,40
40057_AM,40
40181,40
40155,40
40041_AM,40
4019403,40
4019407,40
40906_AM,40
4019404,40
4019406,40
40063,40
40076,40
40149_AM,40
40112_AM,40
40032_AM,40
40141_AM,40
40101_AM,40
40138_AM,40
40225_AM,40
4019405,40
4019401_AD,40
40170_AM,40
44158_AM,44
44153_AM,44
44068_AM,44
44014_AM,44
44050_AM,44
44059_AM,44
44216,44
44013,44
44025,44
44009_AM,44
44238_AM,44
44076_AM,44
44210_AM,44
44008_AM,44
44246_AM,44
44051_AM,44
44155_AM,44
01043_AM,01
01051,01
01901_AM,01
01063_AM,01
01010_AM,01
01001_AM,01
01031_AM,01
01047_AM,01
01058_AM,01
0105905,01
0105902,01
0105901,01
0105906,01
0105904,01
0105903,01
01002,01
01036,01
02037,02
02009,02
02086_AM,02
02012_AM,02
02010_AM,02
02008_AM,02
02021_AM,02
02030_AM,02
02074,02
0200301,02
02053_AM,02
0200303,02
02029_AM,02
02067_AM,02
02079_AM,02
02024_AM,02
02073_AM,02
02081,02
02025,02
02033_AM,02
0200307,02
0200304,02
0200308,02
0200306,02
0200302,02
0200305,02
02069_AM,02
02063_AM,02
02045_AM,02
42069_AM,42
42020,42
42095_AM,42
42173,42
42043_AM,42
42162_AM,42
42025_AM,42
42035_AM,42
42134_AM,42
42094_AM,42
3501901_AD,35
3502601_AD,35
3502203,35
35031,35
3501605,35
3501604,35
3501601,35
35001,35
35008,35
35002,35
3501603,35
3501602,35
35011,35
35012,35
35014,35
35015,35
35018,35
35010,35
35017,35
35013,35
35020,35
35029,35
35027,35
35028,35
35021,35
35023,35
3502602,35
3502604,35
3502603,35
3502606,35
35033,35
35034,35
35030,35
35024,35
35032_AM,35
3500401,35
3500402,35
35003_AM,35
3501904,35
3501903,35
3501902,35
35009,35
35006,35
20080,20
20061,20
20067,20
20064,20
20063,20
20005_AM,20
20034_AM,20
20072,20
20076,20
20073,20
20079,20
20075,20
20071,20
20022_AM,20
20074_AM,20
20042,20
20049,20
20040,20
20903,20
20902,20
20055,20
20051,20
20059,20
20053,20
20052_AM,20
20029,20
20030,20
20032,20
20036,20
2004504,20
2004501,20
2004502,20
2004503,20
2006904,20
2006902,20
2006903,20
2006905,20
2006906,20
20009,20
2006907,20
2006901,20
20013,20
20018,20
20019,20
20017,20
20081,20
20039_AM,20
20028_AM,20
20027_AM,20
20010_AM,20
20043_AM,20
20025_AM,20
20056_AM,20
20077_AM,20
4927501,49
4927502,49
4927505,49
4927504,49
49219_AM,49
4927503,49
49200_AM,49
49187_AM,49
49081_AM,49
49003_AM,49
49206_AM,49
49178_AM,49
49166_AM,49
49193_AM,49
49071_AM,49
49065_AM,49
49151_AM,49
49129_AM,49
49054_AM,49
49021,49
49250_AM,49
49127_AM,49
5100101,51
5100104,51
5100105,51
5100106,51
5100103,51
5100102,51
5200101_AD,52
5200104,52
5200108,52
5200107,52
5200105,52
5200102,52
5200106,52
